15822,14086.209827869832
15823,17569.59960570017
15824,34620.80374711807
15825,11214.23021264784
15827,25589.201429395016
15828,14249.653511950255
15829,4066.9894443998983
15830,12295.987539700982
15831,10813.616449701964
15832,19555.560708360917
15833,29006.534666213145
15834,11326.823233232002
15836,19261.150053122798
15838,13424.62596127943
15840,14993.554375482072
15841,12587.571744841729
15842,39371.05836671183
15843,10672.396455133849
15844,22600.94680783852
15845,12961.592562760827
15846,7193.129480139767
15847,13236.923041809276
15848,18545.239811890933
15849,11551.976903406437
15850,26749.27504829977
15851,11414.607764447825
15852,19311.051245581908
15853,13881.886608585748
15854,18045.758949867104
15855,12932.004666701732
15856,14663.865465114166
15857,18283.167528821992
15858,16828.923131880616
15859,34906.10764814831
15860,10322.394615130894
15861,12273.574390319292
15862,12124.305221616556
15863,16810.37660405506
15864,13792.261141954543
15865,21761.821001337128
15866,6988.374131807228
15867,9614.68645244195
15868,20757.922385718233
15869,13621.136606344593
15870,29361.074360393588
15871,11116.740866113112
15873,26802.222577515025
15874,22849.165158812746
15875,20011.098635131548
15876,18995.736532118128
15877,36087.70059778835
15878,17419.525013257797
15879,11594.41158654002
15880,14038.32188669623
15881,14501.447233376733
15882,16319.285854975747
15883,4546.510843686557
15884,12673.184839509697
15885,15271.566936377996
15887,11559.561474197872
15888,16173.972256211964
15889,31466.788761443146
15890,9359.851235134316
15891,26151.915463178833
15892,13347.467581113047
15893,22626.397690901955
15894,9918.765317452813
15895,22211.678573826834
15897,12925.794596581985
15898,7528.952203061894
15899,17665.724755994404
15900,12717.862315475584
15901,27746.403348801243
15902,15856.069568703624
15903,16011.569845478432
15904,17270.868890414444
15905,29915.04991621767
15906,14345.201422395476
15907,10424.239330151478
15908,25667.75585892347
15909,14361.079810176674
15910,13919.069541355093
15912,18447.852778879045
15913,14763.270234219905
15914,11081.060577511937
15915,27944.681373201143
15916,20882.133848635247
15918,18166.722609564655
15919,5432.762909584348
15920,15159.957857449823
15921,32445.062761957764
15922,11463.292884947588
15923,11678.311196572316
15924,13116.235124627756
15925,13601.091567511976
15926,10334.002217023632
15927,24525.203859985115
15928,15692.810342590368
